number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0022434,Closed,False,0,0,1,True,Caller 771,Opened by  62,25/4/2016 15:11,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 93,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,30/4/2016 16:07
INC0022435,Closed,False,0,0,3,True,Caller 4576,Opened by  386,25/4/2016 15:11,Created by 167,25/4/2016 15:14,Updated by 908,30/4/2016 16:07,Phone,Location 204,Category 37,Subcategory 135,Symptom 301,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 76,25/4/2016 15:47,30/4/2016 16:07
INC0022436,Closed,False,0,0,11,False,Caller 5242,Opened by  17,25/4/2016 15:13,Created by 10,25/4/2016 15:17,Updated by 908,9/5/2016 16:07,Phone,Location 108,Category 24,Subcategory 164,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 33,4/5/2016 15:28,9/5/2016 16:07
INC0022437,Closed,False,1,0,5,True,Caller 1143,Opened by  239,25/4/2016 15:13,Created by 107,25/4/2016 15:15,Updated by 908,3/5/2016 10:07,Phone,Location 204,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 113,28/4/2016 09:23,3/5/2016 10:07
INC0022439,Closed,False,2,0,5,False,Caller 4918,Opened by  44,25/4/2016 15:15,Created by 23,25/4/2016 15:16,Updated by 908,14/5/2016 10:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,9/5/2016 09:29,14/5/2016 10:07
INC0022440,Closed,False,1,0,2,True,Caller 942,Opened by  44,25/4/2016 15:17,Created by 23,25/4/2016 15:20,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,25/4/2016 15:21,30/4/2016 16:07
INC0022441,Closed,False,1,0,3,True,Caller 225,Opened by  62,25/4/2016 15:17,Created by 33,25/4/2016 15:28,Updated by 908,30/4/2016 16:07,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,25/4/2016 16:06,30/4/2016 16:07
INC0022442,Closed,False,0,0,2,True,Caller 4120,Opened by  24,25/4/2016 15:19,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 15:37,30/4/2016 16:07
INC0022443,Closed,False,0,0,2,True,Caller 259,Opened by  17,25/4/2016 15:20,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 179,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 15:30,30/4/2016 16:07
INC0022444,Closed,False,1,0,3,True,Caller 4526,Opened by  240,25/4/2016 15:23,Created by 108,25/4/2016 15:30,Updated by 908,30/4/2016 16:07,Phone,Location 51,Category 44,Subcategory 60,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 115,25/4/2016 15:31,30/4/2016 16:07
INC0022445,Closed,False,0,0,2,True,Caller 1320,Opened by  24,25/4/2016 15:24,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 96,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,25/4/2016 15:36,30/4/2016 16:07
INC0022446,Closed,False,1,0,3,True,Caller 864,Opened by  44,25/4/2016 15:24,Created by 23,25/4/2016 15:29,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,25/4/2016 15:58,30/4/2016 16:07
INC0022447,Closed,False,0,0,3,True,Caller 1554,Opened by  221,25/4/2016 15:25,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 143,Category 53,Subcategory 168,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 103,25/4/2016 15:47,30/4/2016 16:07
INC0022448,Closed,False,0,0,2,True,Caller 2374,Opened by  55,25/4/2016 15:30,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 27,25/4/2016 15:34,30/4/2016 16:07
INC0022449,Closed,False,0,0,1,True,Caller 3256,Opened by  62,25/4/2016 15:31,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,30/4/2016 16:07
INC0022450,Closed,False,0,0,2,True,Caller 4178,Opened by  17,25/4/2016 15:32,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 43,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 15:38,30/4/2016 16:07
INC0022451,Closed,False,0,0,3,True,Caller 799,Opened by  24,25/4/2016 15:32,Created by 13,25/4/2016 15:34,Updated by 908,30/4/2016 17:07,Phone,Location 51,Category 44,Subcategory 59,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 237,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 216,25/4/2016 16:14,30/4/2016 17:07
INC0022452,Closed,False,2,0,8,True,Caller 3432,Opened by  17,25/4/2016 15:34,Created by 10,25/4/2016 15:40,Updated by 908,1/5/2016 14:07,Phone,Location 179,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 53,26/4/2016 14:06,1/5/2016 14:07
INC0022453,Closed,False,0,0,2,True,Caller 181,Opened by  17,25/4/2016 15:35,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 51,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 15:43,30/4/2016 16:07
INC0022454,Closed,False,1,0,5,True,Caller 2649,Opened by  253,25/4/2016 15:35,Created by 119,25/4/2016 15:40,Updated by 908,2/5/2016 12:07,Phone,Location 51,Category 43,Subcategory 107,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 195,27/4/2016 11:59,2/5/2016 12:07
INC0022455,Closed,False,1,0,3,True,Caller 5091,Opened by  44,25/4/2016 15:35,Created by 23,25/4/2016 15:38,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,25/4/2016 15:58,30/4/2016 16:07
INC0022456,Closed,False,0,0,6,False,Caller 4934,Opened by  24,25/4/2016 15:35,Created by 13,25/4/2016 15:37,Updated by 908,15/5/2016 11:07,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 136,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 122,10/5/2016 10:16,15/5/2016 11:07
INC0022457,Closed,False,0,0,5,True,Caller 3584,Opened by  386,25/4/2016 15:36,Created by 167,25/4/2016 15:44,Updated by 908,3/5/2016 17:07,Phone,Location 204,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,28/4/2016 16:48,3/5/2016 17:07
INC0022458,Closed,False,1,0,4,True,Caller 3664,Opened by  62,25/4/2016 15:37,?,?,Updated by 908,2/5/2016 15:07,Phone,Location 36,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 112,False,True,Do Not Notify,?,?,?,?,code 5,Resolved by 98,27/4/2016 14:29,2/5/2016 15:07
INC0022459,Closed,False,1,0,12,False,Caller 2585,Opened by  55,25/4/2016 15:38,Created by 30,25/4/2016 16:04,Updated by 908,21/5/2016 17:07,Phone,Location 204,Category 46,Subcategory 47,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 188,16/5/2016 17:04,21/5/2016 17:07
INC0022460,Closed,False,0,0,1,True,Caller 1517,Opened by  62,25/4/2016 15:40,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 143,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,30/4/2016 16:07
INC0022461,Closed,False,0,0,2,True,Caller 818,Opened by  24,25/4/2016 15:45,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 143,Category 42,Subcategory 223,Symptom 65,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 15:46,30/4/2016 16:07
INC0022462,Closed,False,0,0,2,True,Caller 1593,Opened by  24,25/4/2016 15:46,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 15:52,30/4/2016 16:07
INC0022465,Closed,False,0,0,2,True,Caller 4120,Opened by  17,25/4/2016 15:48,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 26,Subcategory 175,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 15:57,30/4/2016 16:07
INC0022466,Closed,False,3,0,9,True,Caller 798,Opened by  108,25/4/2016 15:50,Created by 52,25/4/2016 16:33,Updated by 908,2/5/2016 12:07,Phone,Location 37,Category 37,Subcategory 123,Symptom 127,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,27/4/2016 11:37,2/5/2016 12:07
INC0022467,Closed,False,0,0,5,True,Caller 1045,Opened by  108,25/4/2016 15:50,?,?,Updated by 908,1/5/2016 10:07,Phone,Location 204,Category 61,Subcategory 16,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,26/4/2016 10:02,1/5/2016 10:07
INC0022468,Closed,False,0,0,1,True,Caller 1195,Opened by  62,25/4/2016 15:54,?,?,Updated by 908,30/4/2016 16:07,Phone,Location 161,Category 28,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,30/4/2016 16:07
INC0022469,Closed,False,0,0,2,True,Caller 3422,Opened by  24,25/4/2016 15:55,Created by 13,25/4/2016 16:07,Updated by 908,30/4/2016 17:07,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 16:12,30/4/2016 17:07
INC0022470,Closed,False,2,0,6,True,Caller 4289,Opened by  108,25/4/2016 15:56,?,?,Updated by 908,30/4/2016 23:10,Phone,Location 209,Category 32,Subcategory 300,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 9,Resolved by 11,25/4/2016 23:09,30/4/2016 23:10
INC0022471,Closed,False,2,0,4,False,Caller 4511,Opened by  386,25/4/2016 15:57,?,?,Updated by 908,1/5/2016 12:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 571,?,1 - High,2 - Medium,2 - High,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 11,26/4/2016 11:24,1/5/2016 12:07
INC0022472,Closed,False,1,0,3,True,Caller 1799,Opened by  44,25/4/2016 15:57,Created by 23,25/4/2016 16:02,Updated by 908,30/4/2016 17:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,25/4/2016 16:11,30/4/2016 17:07
INC0022474,Closed,False,0,0,2,True,Caller 298,Opened by  17,25/4/2016 15:59,?,?,Updated by 908,30/4/2016 16:10,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 16:08,30/4/2016 16:10
INC0022476,Closed,False,1,0,3,False,Caller 4281,Opened by  44,25/4/2016 16:05,Created by 23,25/4/2016 16:08,Updated by 908,8/5/2016 12:07,Phone,Location 161,Category 57,Subcategory 170,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 22,3/5/2016 11:29,8/5/2016 12:07
INC0022477,Closed,False,0,0,3,True,Caller 3754,Opened by  386,25/4/2016 16:05,Created by 167,25/4/2016 16:12,Updated by 908,2/5/2016 15:07,Phone,Location 41,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 33,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 32,27/4/2016 14:35,2/5/2016 15:07
INC0022478,Closed,False,0,0,4,True,Caller 520,Opened by  467,25/4/2016 16:06,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 93,Category 26,Subcategory 175,Symptom 375,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 192,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 175,25/4/2016 16:59,30/4/2016 17:07
INC0022479,Closed,False,2,0,7,False,Caller 5596,Opened by  239,25/4/2016 16:07,Created by 107,25/4/2016 16:08,Updated by 908,7/5/2016 11:07,Phone,Location 51,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 183,2/5/2016 11:00,7/5/2016 11:07
INC0022480,Closed,False,0,0,8,False,Caller 3808,Opened by  369,25/4/2016 16:11,Created by 148,25/4/2016 16:15,Updated by 908,16/5/2016 20:07,Phone,Location 199,Category 42,Subcategory 29,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 120,11/5/2016 19:24,16/5/2016 20:07
INC0022482,Closed,False,5,0,13,False,Caller 382,Opened by  17,25/4/2016 16:15,Created by 10,25/4/2016 16:41,Updated by 908,7/5/2016 14:07,Phone,Location 143,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/5/2016 14:01,7/5/2016 14:07
INC0022484,Closed,False,0,0,2,True,Caller 561,Opened by  55,25/4/2016 16:15,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 39,Category 42,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 27,25/4/2016 16:18,30/4/2016 17:07
INC0022489,Closed,False,12,0,34,False,Caller 2066,Opened by  108,25/4/2016 16:16,Created by 52,25/4/2016 17:22,Updated by 908,30/5/2016 11:07,Phone,Location 136,Category 35,Subcategory 132,Symptom 401,?,2 - Medium,2 - Medium,3 - Moderate,Group 26,Resolver 242,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 221,25/5/2016 10:14,30/5/2016 11:07
INC0022490,Closed,False,1,0,4,True,Caller 4706,Opened by  17,25/4/2016 16:17,Created by 10,25/4/2016 16:22,Updated by 908,2/5/2016 12:07,Phone,Location 59,Category 24,Subcategory 164,Symptom 368,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 153,27/4/2016 11:20,2/5/2016 12:07
INC0022491,Closed,False,0,0,2,True,Caller 4013,Opened by  55,25/4/2016 16:18,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 27,25/4/2016 16:48,30/4/2016 17:07
INC0022492,Closed,False,1,0,7,True,Caller 4160,Opened by  62,25/4/2016 16:19,Created by 33,25/4/2016 16:22,Updated by 908,1/5/2016 11:07,Phone,Location 108,Category 28,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 33,26/4/2016 10:19,1/5/2016 11:07
INC0022493,Closed,False,0,0,2,True,Caller 1593,Opened by  386,25/4/2016 16:24,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 204,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 169,25/4/2016 16:27,30/4/2016 17:07
INC0022494,Closed,False,0,0,2,True,Caller 2427,Opened by  24,25/4/2016 16:25,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 16:27,30/4/2016 17:07
INC0022495,Closed,False,1,0,5,True,Caller 2576,Opened by  17,25/4/2016 16:28,Created by 10,25/4/2016 16:54,Updated by 908,1/5/2016 15:07,Phone,Location 161,Category 20,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,True,Do Not Notify,?,?,?,?,code 11,Resolved by 22,26/4/2016 14:29,1/5/2016 15:07
INC0022496,Closed,False,0,0,1,True,Caller 5561,Opened by  62,25/4/2016 16:30,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 161,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,30/4/2016 17:07
INC0022497,Closed,False,0,0,2,True,Caller 1065,Opened by  17,25/4/2016 16:34,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 241,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 16:43,30/4/2016 17:07
INC0022498,Closed,False,0,0,3,True,Caller 1125,Opened by  386,25/4/2016 16:36,?,?,Updated by 908,2/5/2016 16:07,Phone,Location 161,Category 61,Subcategory 16,Symptom 102,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 168,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 151,27/4/2016 15:36,2/5/2016 16:07
INC0022499,Closed,False,0,0,3,True,Caller 995,Opened by  386,25/4/2016 16:39,?,?,Updated by 908,1/5/2016 12:07,Phone,Location 93,Category 61,Subcategory 36,Symptom 458,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 53,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 50,26/4/2016 11:46,1/5/2016 12:07
INC0022500,Closed,False,0,0,2,True,Caller 183,Opened by  24,25/4/2016 16:39,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 204,Category 35,Subcategory 132,Symptom 403,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 16:41,30/4/2016 17:07
INC0022501,Closed,False,2,0,6,True,Caller 4289,Opened by  62,25/4/2016 16:41,?,?,Updated by 908,3/5/2016 08:10,Phone,Location 204,Category 61,Subcategory 36,Symptom 458,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 198,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 180,28/4/2016 08:07,3/5/2016 08:10
INC0022502,Closed,False,0,0,2,True,Caller 183,Opened by  17,25/4/2016 16:46,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 16:53,30/4/2016 17:07
INC0022503,Closed,False,2,0,5,True,Caller 1549,Opened by  17,25/4/2016 16:50,Created by 10,25/4/2016 17:10,Updated by 908,2/5/2016 18:07,Phone,Location 93,Category 13,Subcategory 69,Symptom 10,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 62,27/4/2016 17:26,2/5/2016 18:07
INC0022504,Closed,False,0,0,1,True,Caller 977,Opened by  62,25/4/2016 16:51,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,?,30/4/2016 17:07
INC0022506,Closed,False,1,0,4,True,Caller 995,Opened by  386,25/4/2016 16:53,Created by 167,25/4/2016 16:55,Updated by 908,1/5/2016 11:07,Phone,Location 93,Category 26,Subcategory 175,Symptom 375,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 121,26/4/2016 11:01,1/5/2016 11:07
INC0022508,Closed,False,0,0,2,True,Caller 3489,Opened by  24,25/4/2016 16:55,?,?,Updated by 908,30/4/2016 17:07,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 15,25/4/2016 16:59,30/4/2016 17:07
INC0022509,Closed,False,0,0,9,False,Caller 1163,Opened by  17,25/4/2016 16:59,Created by 10,25/4/2016 17:03,Updated by 908,17/5/2016 12:07,Phone,Location 143,Category 46,Subcategory 72,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 182,12/5/2016 11:21,17/5/2016 12:07
INC0022510,Closed,False,0,0,2,True,Caller 995,Opened by  386,25/4/2016 17:05,Created by 167,25/4/2016 17:07,Updated by 908,1/5/2016 11:07,Phone,Location 93,Category 57,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,True,Do Not Notify,?,?,?,?,code 11,Resolved by 121,26/4/2016 11:00,1/5/2016 11:07
INC0022511,Closed,False,0,0,2,True,Caller 995,Opened by  386,25/4/2016 17:09,Created by 167,25/4/2016 17:10,Updated by 908,1/5/2016 11:07,Phone,Location 93,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 135,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 121,26/4/2016 11:00,1/5/2016 11:07
INC0022512,Closed,False,0,0,2,True,Caller 1549,Opened by  17,25/4/2016 17:10,?,?,Updated by 908,30/4/2016 18:07,Phone,Location 93,Category 26,Subcategory 275,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 17:33,30/4/2016 18:07
INC0022513,Closed,False,0,0,1,True,Caller 3132,Opened by  62,25/4/2016 17:14,?,?,Updated by 908,30/4/2016 18:07,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 32,?,30/4/2016 18:07
INC0022515,Closed,False,0,0,2,True,Caller 4053,Opened by  17,25/4/2016 17:19,?,?,Updated by 908,30/4/2016 18:07,Phone,Location 51,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 11,25/4/2016 17:25,30/4/2016 18:07
INC0022517,Closed,False,0,0,3,True,Caller 1025,Opened by  55,25/4/2016 17:28,Created by 30,25/4/2016 17:32,Updated by 908,1/5/2016 16:07,Phone,Location 161,Category 37,Subcategory 123,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,Resolver 120,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 108,26/4/2016 15:51,1/5/2016 16:07
INC0022518,Closed,False,0,0,2,True,Caller 678,Opened by  386,25/4/2016 17:31,?,?,Updated by 908,30/4/2016 18:07,Phone,Location 161,Category 53,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 169,25/4/2016 17:56,30/4/2016 18:07
INC0022519,Closed,False,0,0,3,True,Caller 1270,Opened by  120,25/4/2016 17:31,Created by 59,25/4/2016 17:35,Updated by 908,1/5/2016 10:07,Phone,Location 51,Category 42,Subcategory 29,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 120,26/4/2016 10:01,1/5/2016 10:07
INC0022520,Closed,False,1,0,11,False,Caller 3386,Opened by  58,25/4/2016 17:32,Created by 31,25/4/2016 18:28,Updated by 908,8/5/2016 12:07,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,True,Do Not Notify,?,?,?,?,code 7,Resolved by 15,3/5/2016 11:25,8/5/2016 12:07
